ID,Monthly_Revenue,Net_Profit_Margin (%),Burn_Rate_Ratio,Transaction_Count,Avg_Historical_Rating,Review_Text,Review_Volatility,Business_Tenure_Months,Repeat_Order_Rate (%),Digital_Adoption_Score,Peak_Hour_Latency,Location_Competitiveness,Sentiment_Score,Class
67498,7326399,-16.3,1.102,168,3.66,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.594,179,19.23,3.04,High,8,-0.25,Struggling
67499,9025818,-8.25,1.077,105,3.69,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.466,133,15.57,1.0,Med,7,0.0,Struggling
67500,7650604,-13.25,1.152,139,3.6,Pesanan sering terlambat saat jam sibuk.,0.382,112,16.74,1.0,High,14,-0.65,Struggling
67501,5841281,-19.94,1.176,100,3.95,"Sudah beberapa kali order, pengalaman makin menurun. Minus fugit consectetur sint consequuntur.",0.585,36,22.48,4.74,High,12,-0.3,Struggling
67502,5657996,3.55,0.934,114,4.02,"Secara umum oke, hanya respon chat kadang lambat. Impedit laudantium aut.",0.187,64,26.74,6.96,Low,11,-0.3,Growth
67503,7103442,14.15,0.917,117,5.0,"Produk cukup baik, kadang waktu tunggu agak lama.",0.224,89,31.07,6.24,Med,10,0.0,Growth
67504,24156007,30.17,0.709,205,4.81,"Pengiriman cepat, admin komunikatif. Nulla porro veritatis ipsa praesentium debitis.",0.321,125,28.44,4.35,Low,6,0.55,Elite
67505,11322734,-6.55,1.049,187,4.08,"Pelayanan standar, masih bisa ditingkatkan.",0.327,125,22.1,4.3,Low,7,0.0,Struggling
67506,10529176,2.06,0.986,156,4.43,Kadang stok kosong saat jam ramai.,0.415,129,16.35,4.94,Med,13,0.0,Growth
67507,8535998,21.65,0.821,131,4.78,"Pengiriman cepat, admin komunikatif. Fugiat molestiae consequuntur hic totam.",0.298,84,16.85,8.32,Low,12,0.55,Growth
67508,10264909,24.65,0.731,173,4.86,"Secara umum oke, hanya respon chat kadang lambat.",0.455,164,34.77,3.6,Low,7,-0.3,Elite
67509,15162952,-27.28,1.199,146,3.67,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.651,159,32.61,3.16,High,12,-0.25,Critical
67510,12451380,-5.44,1.098,100,3.84,"Produk cukup baik, kadang waktu tunggu agak lama. Placeat necessitatibus laboriosam adipisci.",0.424,62,23.11,4.24,Med,10,0.0,Struggling
67511,12055058,16.32,0.823,175,4.59,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.064,174,22.74,3.9,Low,5,0.8,Growth
67512,20617079,7.8,0.943,183,4.46,"Secara umum oke, hanya respon chat kadang lambat.",0.427,145,32.47,5.5,Med,9,-0.3,Growth
67513,2833840,-3.96,1.044,88,4.44,"Secara umum oke, hanya respon chat kadang lambat. Molestiae ea sequi illo.",0.4,47,6.29,4.34,Med,12,-0.3,Struggling
67514,3383152,-3.22,0.961,70,3.77,"Produk cukup baik, kadang waktu tunggu agak lama. Eaque iure magnam soluta commodi iure.",0.211,77,30.89,2.26,Low,10,0.0,Growth
67515,14556556,-14.39,1.146,145,3.7,"Pelayanan standar, masih bisa ditingkatkan. Impedit deleniti quas repellat.",0.504,105,17.23,3.16,Med,11,0.0,Struggling
67516,3565189,15.71,0.827,103,3.86,"Pelayanan standar, masih bisa ditingkatkan. Ducimus voluptates earum quo expedita voluptates.",0.649,11,27.76,6.85,Med,6,0.0,Growth
67517,6306246,11.59,0.836,74,4.07,"Secara umum oke, hanya respon chat kadang lambat.",0.268,37,28.84,3.63,Low,4,-0.3,Growth
67518,3156228,10.07,0.845,61,4.06,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.338,12,13.94,4.06,Med,8,0.0,Growth
67519,5648338,-5.74,0.969,139,4.37,"Kualitas produk konsisten, harga masih masuk akal.",0.423,106,27.04,5.39,Low,10,0.2,Growth
67520,8387697,4.34,0.995,164,4.07,"Produk cukup baik, kadang waktu tunggu agak lama. Culpa consequuntur delectus magni doloribus tempora.",0.444,168,21.18,5.22,Low,12,0.0,Growth
67521,8797153,13.31,0.841,128,4.0,"Pelayanan standar, masih bisa ditingkatkan. Modi non dolorem.",0.323,129,19.05,3.03,Med,8,0.0,Growth
67522,18435143,-14.57,1.14,151,3.46,"Sudah beberapa kali order, pengalaman makin menurun. Repellat omnis eius totam ut modi ducimus.",0.559,159,19.0,4.59,High,16,-0.3,Struggling
67523,5537422,-2.52,0.961,145,4.14,"Secara umum oke, hanya respon chat kadang lambat.",0.368,176,21.54,3.98,Med,9,-0.3,Growth
67524,9653364,-31.52,1.271,86,3.17,Harga naik tapi layanan tidak membaik.,0.721,118,4.73,1.0,High,14,-0.2,Critical
67525,2482204,15.4,0.846,60,4.03,"Pelayanan standar, masih bisa ditingkatkan.",0.367,47,12.33,2.5,Low,11,0.0,Growth
67526,5812799,-33.94,1.348,107,3.07,"Sudah beberapa kali order, pengalaman makin menurun.",0.636,79,6.43,4.14,High,12,-0.3,Critical
67527,16676293,23.68,0.79,185,4.73,"Pengiriman cepat, admin komunikatif.",0.315,120,24.92,6.59,Low,10,0.55,Elite
67528,2133661,-12.96,1.072,84,4.02,Pesanan sering terlambat saat jam sibuk.,0.579,55,20.12,2.82,High,14,-0.65,Struggling
67529,4039282,4.25,0.847,68,4.29,"Transaksi digital lancar, proses checkout tidak ribet. Minus quas iure.",0.247,86,24.68,2.59,Low,7,-0.25,Growth
67530,2367319,-0.36,1.052,61,4.24,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.712,4,7.95,5.32,Med,14,0.0,Critical
67531,18760780,-29.19,1.249,121,3.58,Pesanan sering terlambat saat jam sibuk.,0.575,134,13.71,1.0,High,12,-0.65,Critical
67532,5346671,5.85,0.929,133,4.47,"Transaksi digital lancar, proses checkout tidak ribet.",0.38,21,21.14,5.62,Low,15,-0.25,Growth
67533,12476357,-11.91,1.084,151,3.84,Kadang stok kosong saat jam ramai.,0.569,101,7.34,3.04,Med,10,0.0,Struggling
67534,2741551,4.69,0.969,136,3.82,Kadang stok kosong saat jam ramai. Harum officia nesciunt nobis beatae laborum.,0.368,141,31.88,1.0,Med,5,0.0,Growth
67535,6272882,17.62,0.867,130,4.66,Selalu repeat order karena kualitasnya terjaga.,0.343,85,36.6,6.01,Low,7,0.25,Elite
67536,18005421,15.83,0.815,182,4.51,"Secara umum oke, hanya respon chat kadang lambat. Culpa libero soluta dicta iste et similique.",0.414,162,24.22,6.11,Med,10,-0.3,Elite
67537,5889724,22.88,0.78,146,4.77,"Kualitas produk konsisten, harga masih masuk akal.",0.239,144,16.25,4.48,Low,8,0.2,Growth
67538,11459073,17.06,0.794,177,4.24,"Kualitas produk konsisten, harga masih masuk akal.",0.29,179,12.15,5.64,Low,12,0.2,Growth
67539,5919319,3.88,0.976,130,4.11,"Produk cukup baik, kadang waktu tunggu agak lama.",0.424,71,19.34,3.23,Med,4,0.0,Growth
67540,12250950,-6.68,1.09,185,4.12,"Harga dan kualitas seimbang, pengalaman biasa saja. Distinctio voluptate numquam commodi harum consectetur soluta tenetur.",0.541,155,20.68,3.57,Med,9,0.0,Struggling
67541,6316083,-0.81,0.965,147,4.43,"Harga dan kualitas seimbang, pengalaman biasa saja. Libero labore reprehenderit quisquam eius fugit inventore nesciunt.",0.35,144,17.37,3.63,Med,6,0.0,Growth
67542,11392992,-22.39,1.222,172,3.78,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.615,169,29.98,5.2,High,14,-0.25,Critical
67543,13988248,17.23,0.853,184,4.79,"Harga dan kualitas seimbang, pengalaman biasa saja. Eos aperiam iusto eveniet ab dolore sequi.",0.391,142,32.88,5.5,Med,8,0.0,Elite
67544,24347502,-6.98,1.07,153,3.44,"Secara umum oke, hanya respon chat kadang lambat. Animi ad dignissimos maiores nulla cum.",0.315,126,21.7,1.41,Med,8,-0.3,Struggling
67545,6285942,-16.34,1.131,150,3.39,Harga naik tapi layanan tidak membaik.,0.896,179,5.36,1.0,High,10,-0.2,Struggling
67546,17225200,12.8,0.868,113,4.1,Kadang stok kosong saat jam ramai.,0.342,86,16.17,1.13,Med,4,0.0,Growth
67547,6541161,-2.33,1.027,175,4.4,Aplikasi pemesanan mudah dipakai dan responsif.,0.193,120,6.41,5.26,Low,9,0.55,Growth
67548,16329580,-24.63,1.194,178,3.29,"Kualitas tidak konsisten, kadang bagus kadang kurang. Adipisci nihil laudantium quas saepe quam sunt illum.",0.574,119,34.71,5.07,High,9,-0.25,Critical
67549,4056676,-23.32,1.207,60,3.35,Harga naik tapi layanan tidak membaik.,0.605,20,11.68,2.39,High,11,-0.2,Critical
67550,5741112,13.75,0.859,61,3.9,Kadang stok kosong saat jam ramai.,0.447,3,15.28,3.62,Med,7,0.0,Growth
67551,8287938,9.23,0.87,141,4.0,"Produk cukup baik, kadang waktu tunggu agak lama.",0.147,109,21.81,1.0,Low,4,0.0,Growth
67552,4971580,6.71,0.911,54,4.01,"Harga dan kualitas seimbang, pengalaman biasa saja. Odio quod sit.",0.455,6,24.84,1.23,Med,7,0.0,Growth
67553,2831402,12.98,0.89,76,4.3,"Secara umum oke, hanya respon chat kadang lambat. Modi asperiores exercitationem consectetur possimus vitae molestias.",0.474,14,21.69,5.75,Med,9,-0.3,Growth
67554,21683450,-0.25,1.037,156,4.23,Kadang stok kosong saat jam ramai. Odio quas nesciunt optio excepturi eveniet accusantium.,0.444,156,20.28,5.29,Med,13,0.0,Growth
67555,17327499,12.47,0.899,155,4.31,"Transaksi digital lancar, proses checkout tidak ribet.",0.32,162,22.04,5.32,Low,6,-0.25,Growth
67556,4144105,-6.75,1.069,129,3.65,Kadang stok kosong saat jam ramai.,0.561,103,16.69,2.33,Med,8,0.0,Struggling
67557,9054485,8.62,0.895,120,3.86,"Produk cukup baik, kadang waktu tunggu agak lama.",0.285,81,26.98,1.98,Med,6,0.0,Growth
67558,8430445,19.39,0.754,142,4.75,Aplikasi pemesanan mudah dipakai dan responsif.,0.425,54,26.43,5.7,Low,4,0.55,Elite
67559,6583536,17.25,0.796,113,4.23,"Pelayanan standar, masih bisa ditingkatkan.",0.474,101,15.97,1.24,Med,5,0.0,Growth
67560,7631122,-2.35,0.975,105,3.5,"Produk cukup baik, kadang waktu tunggu agak lama. Corrupti hic corporis.",0.492,92,23.32,1.0,Med,5,0.0,Growth
67561,3415963,15.93,0.801,76,4.05,Kadang stok kosong saat jam ramai.,0.249,17,14.57,1.55,Low,7,0.0,Growth
67562,6133213,-3.05,0.997,155,3.99,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.37,138,12.88,4.22,Med,12,0.0,Growth
67563,7408588,-6.54,1.026,59,3.75,"Pelayanan standar, masih bisa ditingkatkan.",0.51,32,21.45,2.47,Med,11,0.0,Struggling
67564,4763409,21.1,0.822,156,4.71,"Pengiriman cepat, admin komunikatif.",0.168,129,17.98,5.89,Low,5,0.55,Growth
67565,24099045,-21.83,1.183,170,3.3,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.558,128,19.98,4.37,High,6,-0.25,Critical
67566,13850551,15.52,0.866,118,4.24,"Pengiriman cepat, admin komunikatif. Harum doloribus commodi ab voluptatibus quia.",0.138,97,11.73,4.64,Low,11,0.55,Growth
67567,7498773,28.37,0.745,112,4.94,"Transaksi digital lancar, proses checkout tidak ribet. Possimus veritatis exercitationem omnis.",0.183,10,24.95,4.45,Low,7,-0.25,Elite
67568,6755180,31.94,0.708,125,4.71,"Kualitas produk konsisten, harga masih masuk akal.",0.179,95,23.56,3.79,Low,5,0.2,Growth
67569,13585469,-5.22,1.001,146,3.82,"Produk cukup baik, kadang waktu tunggu agak lama.",0.62,147,19.89,2.14,Med,10,0.0,Growth
67570,2172739,-8.03,1.051,63,4.06,"Secara umum oke, hanya respon chat kadang lambat.",0.504,18,20.37,3.0,Med,5,-0.3,Struggling
67571,7868546,3.81,0.954,156,4.38,"Pengiriman cepat, admin komunikatif.",0.288,115,26.29,6.35,Low,7,0.55,Growth
67572,4543899,3.56,0.979,108,4.33,"Harga dan kualitas seimbang, pengalaman biasa saja. Expedita rerum laboriosam provident officia.",0.465,47,24.47,1.79,Med,7,0.0,Growth
67573,15395819,-22.23,1.183,121,3.6,Pesanan sering terlambat saat jam sibuk.,0.683,140,31.33,2.97,High,10,-0.65,Critical
67574,15174187,-3.16,1.052,148,4.67,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.426,149,23.2,4.32,Med,8,0.0,Growth
67575,9384158,-27.22,1.274,165,2.8,"Produk cukup baik, kadang waktu tunggu agak lama.",0.408,169,25.34,4.56,Med,11,0.0,Critical
67576,1500000,-7.65,1.027,31,4.1,Kadang stok kosong saat jam ramai.,0.456,52,16.35,2.01,Med,15,0.0,Struggling
67577,7641954,17.11,0.875,104,4.5,Aplikasi pemesanan mudah dipakai dan responsif.,0.181,62,14.64,4.99,Low,15,0.55,Growth
67578,5618273,-19.77,1.162,87,3.87,Pesanan sering terlambat saat jam sibuk.,0.446,70,12.84,3.2,High,12,-0.65,Struggling
67579,6406070,8.95,0.913,106,4.26,"Pelayanan standar, masih bisa ditingkatkan.",0.496,129,19.31,1.0,Med,3,0.0,Growth
67580,7772847,7.34,0.912,165,3.23,Harga naik tapi layanan tidak membaik.,0.388,162,11.25,1.0,Med,7,-0.2,Growth
67581,13165515,8.68,0.903,120,4.2,"Pelayanan standar, masih bisa ditingkatkan.",0.228,82,22.55,4.85,Low,8,0.0,Growth
67582,11621255,7.73,0.967,115,4.46,"Secara umum oke, hanya respon chat kadang lambat.",0.493,91,17.14,4.26,Med,8,-0.3,Growth
67583,13492279,-6.71,1.039,125,3.8,"Pelayanan standar, masih bisa ditingkatkan. Nihil occaecati enim reiciendis delectus ducimus ratione quaerat.",0.362,88,24.07,3.55,Med,8,0.0,Struggling
67584,5033058,-13.76,1.152,144,4.14,Proses pembayaran sering bermasalah. Sunt enim porro consequuntur.,0.61,154,30.18,3.2,High,4,-0.35,Struggling
67585,4217413,-12.18,1.098,55,3.6,"Harga dan kualitas seimbang, pengalaman biasa saja. Nesciunt iste quibusdam.",0.429,30,13.44,1.28,Med,8,0.0,Struggling
67586,11844208,-13.73,1.103,162,4.24,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.354,153,25.27,4.86,Med,10,0.0,Struggling
67587,5991651,16.86,0.861,100,3.96,"Secara umum oke, hanya respon chat kadang lambat. Aperiam nisi hic totam hic architecto.",0.264,65,2.0,3.04,Low,11,-0.3,Growth
67588,3605090,-22.63,1.254,77,2.27,Kadang stok kosong saat jam ramai. Harum quidem officia facilis hic.,0.344,120,12.4,1.92,Med,12,0.0,Critical
67589,9418700,4.06,0.941,166,4.43,Kadang stok kosong saat jam ramai. Molestiae assumenda harum ipsam.,0.392,129,16.44,3.3,Med,9,0.0,Growth
67590,2912717,4.61,0.954,54,3.94,"Produk cukup baik, kadang waktu tunggu agak lama. Quod occaecati in iure sit odio magnam quia.",0.543,75,25.47,4.66,Med,15,0.0,Growth
67591,8237557,9.98,0.895,135,3.91,"Pelayanan standar, masih bisa ditingkatkan.",0.42,68,18.19,4.84,Med,8,0.0,Growth
67592,5859546,-8.95,1.08,137,3.71,Kadang stok kosong saat jam ramai. Esse iusto suscipit vitae velit cum nesciunt accusantium.,0.439,168,12.89,1.0,Med,8,0.0,Struggling
67593,3927301,-5.9,1.066,88,3.75,"Produk cukup baik, kadang waktu tunggu agak lama.",0.465,30,22.94,5.25,Med,12,0.0,Struggling
67594,14360577,-10.41,1.101,149,3.58,Harga naik tapi layanan tidak membaik. Voluptates tenetur maiores.,0.653,156,10.46,3.54,High,11,-0.2,Struggling
67595,4142768,-13.39,1.118,104,4.34,Selalu repeat order karena kualitasnya terjaga. Nihil illo minus iste.,0.239,62,21.27,5.63,Low,14,0.25,Struggling
67596,3189352,-13.0,1.107,73,4.05,"Produk cukup baik, kadang waktu tunggu agak lama.",0.194,130,15.52,1.0,Low,14,0.0,Struggling
67597,1500000,-20.57,1.181,46,3.44,"Pelayanan standar, masih bisa ditingkatkan.",0.14,27,14.1,1.0,Low,11,0.0,Critical
67598,7399476,22.68,0.728,169,4.34,Aplikasi pemesanan mudah dipakai dan responsif.,0.398,151,21.72,4.1,Low,7,0.55,Growth
67599,4105591,18.13,0.808,57,4.91,"Pengiriman cepat, admin komunikatif.",0.201,27,22.85,5.41,Low,7,0.55,Growth
67600,11015443,9.25,0.893,176,4.75,"Pengiriman cepat, admin komunikatif.",0.14,60,19.5,7.13,Low,14,0.55,Growth
67601,5958615,5.8,0.943,67,4.45,"Pengiriman cepat, admin komunikatif.",0.091,40,33.52,4.17,Low,9,0.55,Growth
67602,5328712,17.96,0.81,101,4.63,Selalu repeat order karena kualitasnya terjaga. Saepe molestiae nobis perspiciatis assumenda.,0.263,48,37.09,6.19,Low,9,0.25,Elite
67603,5001379,23.18,0.801,160,4.9,Selalu repeat order karena kualitasnya terjaga.,0.103,115,12.97,7.25,Low,5,0.25,Growth
67604,6205449,-35.0,1.341,69,2.64,Harga naik tapi layanan tidak membaik. Voluptatibus voluptas similique odio.,0.678,102,9.25,1.0,High,14,-0.2,Critical
67605,9535496,-4.94,1.046,111,3.92,"Harga dan kualitas seimbang, pengalaman biasa saja. Suscipit fugiat optio minima cumque tempore accusamus impedit.",0.452,134,7.89,2.69,Med,10,0.0,Struggling
67606,4233201,1.66,0.992,139,4.44,"Produk cukup baik, kadang waktu tunggu agak lama.",0.46,149,18.15,3.32,Med,12,0.0,Growth
67607,10073935,1.39,0.942,79,4.74,"Pengiriman cepat, admin komunikatif. Fuga fugiat quo vitae debitis.",0.315,26,18.24,5.81,Low,9,0.55,Growth
67608,15215101,-2.37,0.987,121,4.0,Kadang stok kosong saat jam ramai.,0.61,57,24.64,3.11,Med,5,0.0,Growth
67609,12039014,0.94,0.989,202,4.16,"Produk cukup baik, kadang waktu tunggu agak lama.",0.495,155,26.14,5.64,Med,8,0.0,Growth
67610,16956867,3.75,0.984,136,4.37,"Pelayanan standar, masih bisa ditingkatkan.",0.549,74,25.02,7.21,Med,9,0.0,Growth
67611,8814426,17.33,0.852,157,4.46,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.167,129,26.73,4.53,Low,9,0.8,Elite
67612,5236681,7.56,0.942,155,3.65,"Produk cukup baik, kadang waktu tunggu agak lama. In asperiores facilis perspiciatis.",0.412,67,8.27,3.83,Med,8,0.0,Growth
67613,8286619,-19.69,1.192,122,3.95,Proses pembayaran sering bermasalah.,0.704,70,30.06,5.42,High,16,-0.35,Critical
67614,4515220,-13.44,1.114,132,3.54,"Kualitas tidak konsisten, kadang bagus kadang kurang. Iusto dolore dolore voluptate praesentium corrupti illum autem.",0.543,142,15.34,2.11,High,10,-0.25,Struggling
67615,11326827,13.06,0.896,182,4.28,Kadang stok kosong saat jam ramai.,0.409,155,21.2,2.22,Med,4,0.0,Growth
67616,14013233,-21.72,1.21,109,3.33,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.466,151,12.8,3.11,Med,8,-0.25,Critical
67617,11212180,1.32,0.997,146,3.79,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.464,149,22.42,2.9,Med,10,0.0,Growth
67618,9165579,4.71,0.939,143,3.84,"Secara umum oke, hanya respon chat kadang lambat.",0.355,72,18.9,4.82,Med,7,-0.3,Growth
67619,4214302,0.96,1.014,111,4.42,"Pelayanan standar, masih bisa ditingkatkan.",0.439,56,18.36,5.36,Med,9,0.0,Growth
67620,22035660,-2.34,0.984,177,3.78,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.456,165,31.77,2.64,Med,7,0.0,Growth
67621,3092702,6.58,0.953,93,4.49,Kadang stok kosong saat jam ramai.,0.432,5,23.47,4.81,Med,6,0.0,Growth
67622,4324552,29.0,0.699,74,4.49,Aplikasi pemesanan mudah dipakai dan responsif.,0.407,35,21.83,3.62,Low,8,0.55,Growth
67623,3038788,-16.34,1.148,69,3.74,"Produk cukup baik, kadang waktu tunggu agak lama. Beatae est laudantium possimus maiores tenetur voluptatem.",0.114,9,35.37,4.68,Low,9,0.0,Struggling
67624,7828473,-8.29,1.039,181,4.14,"Secara umum oke, hanya respon chat kadang lambat. Occaecati doloremque voluptas dolorem possimus atque.",0.426,107,31.16,7.06,Med,11,-0.3,Struggling
67625,16950050,4.3,0.953,148,3.69,"Pelayanan standar, masih bisa ditingkatkan. Unde dicta quis explicabo commodi.",0.542,157,26.15,1.54,Med,4,0.0,Growth
67626,6439067,18.1,0.776,81,4.3,"Pengiriman cepat, admin komunikatif. Numquam quam adipisci numquam placeat.",0.167,3,16.91,4.29,Low,3,0.55,Growth
67627,13333300,19.04,0.781,178,4.42,"Transaksi digital lancar, proses checkout tidak ribet.",0.288,170,8.21,4.87,Low,11,-0.25,Growth
67628,6535553,3.08,0.965,110,4.0,"Pelayanan standar, masih bisa ditingkatkan. Consequatur architecto ducimus occaecati distinctio aliquid.",0.524,148,17.25,2.94,Med,13,0.0,Growth
67629,8182554,28.64,0.689,164,4.19,Kadang stok kosong saat jam ramai.,0.182,165,28.56,3.06,Low,9,0.0,Growth
67630,10568597,4.49,0.924,146,4.14,Kadang stok kosong saat jam ramai.,0.357,83,21.71,4.24,Low,10,0.0,Growth
67631,4430766,21.5,0.782,101,4.93,"Pengiriman cepat, admin komunikatif.",0.341,41,8.9,5.13,Low,7,0.55,Growth
67632,5280612,-15.07,1.127,139,3.81,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.781,126,23.51,2.86,High,10,-0.25,Struggling
67633,4562644,-6.92,1.078,81,3.89,Kadang stok kosong saat jam ramai. Natus quidem ut molestias.,0.601,13,10.94,3.65,Med,8,0.0,Struggling
67634,6900889,-11.41,1.098,130,3.65,"Produk cukup baik, kadang waktu tunggu agak lama. Quisquam sapiente voluptatum atque.",0.512,103,11.4,1.0,Med,10,0.0,Struggling
67635,6690420,8.13,0.873,117,3.93,"Produk cukup baik, kadang waktu tunggu agak lama.",0.266,47,21.64,5.04,Low,7,0.0,Growth
67636,4616876,-13.45,1.085,154,3.55,"Pelayanan standar, masih bisa ditingkatkan. Ex ea a aspernatur.",0.435,133,22.01,2.86,Med,9,0.0,Struggling
67637,7019392,-2.79,0.999,80,4.09,Kadang stok kosong saat jam ramai.,0.358,62,29.46,2.47,Med,8,0.0,Growth
67638,4159346,3.98,0.93,106,3.8,"Produk cukup baik, kadang waktu tunggu agak lama.",0.268,94,29.9,4.4,Low,4,0.0,Growth
67639,6165814,11.4,0.873,101,4.17,"Produk cukup baik, kadang waktu tunggu agak lama. Cumque quo nihil dolorem nemo repellat optio ut.",0.441,60,11.15,5.63,Med,15,0.0,Growth
67640,4733496,-3.61,1.022,117,3.56,"Pelayanan standar, masih bisa ditingkatkan. Adipisci natus quam itaque.",0.63,113,16.25,2.49,Med,8,0.0,Growth
67641,8197190,14.53,0.853,99,4.28,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.191,36,19.55,6.25,Low,3,0.8,Growth
67642,15088662,11.86,0.894,186,4.26,Kadang stok kosong saat jam ramai. Officiis saepe reprehenderit consequuntur soluta libero voluptate.,0.408,158,33.88,4.89,Med,8,0.0,Growth
67643,8800652,14.62,0.85,118,4.75,Aplikasi pemesanan mudah dipakai dan responsif.,0.144,63,9.16,4.75,Low,7,0.55,Growth
67644,7892695,21.87,0.793,147,4.61,Selalu repeat order karena kualitasnya terjaga.,0.212,123,33.92,6.06,Low,6,0.25,Elite
67645,8826596,-1.44,1.011,171,4.03,"Pelayanan standar, masih bisa ditingkatkan. Sunt minus molestiae soluta maiores architecto.",0.636,112,20.11,4.07,Med,10,0.0,Growth
67646,25553368,-31.42,1.332,160,2.88,"Kualitas tidak konsisten, kadang bagus kadang kurang. Temporibus fuga dicta repellat magnam.",0.648,167,17.11,1.0,High,8,-0.25,Critical
67647,10419432,-2.67,0.995,115,3.3,"Sudah beberapa kali order, pengalaman makin menurun.",0.541,146,5.64,1.0,High,10,-0.3,Struggling
67648,7508177,-3.49,1.027,129,4.29,Kadang stok kosong saat jam ramai.,0.462,127,28.94,3.27,Med,5,0.0,Growth
67649,15298228,-6.02,1.014,137,4.09,"Harga dan kualitas seimbang, pengalaman biasa saja. Vel unde amet asperiores maiores blanditiis nemo.",0.633,175,10.16,3.39,Med,12,0.0,Struggling
67650,3700820,-7.32,0.98,54,4.26,Kadang stok kosong saat jam ramai.,0.481,17,21.79,2.21,Med,6,0.0,Growth
